Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
68751790,Foreign Office Files for China 1919-1980,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Due to the long-unique nature of the relationship between Britain and China, these formerly restricted British government documents, consisting of diplomatic dispatches, letters, newspaper cuttings, maps, reports of court cases, biographies of leading personalities, summaries of events and diverse other materials, provide unprecedented levels of detail into one of the most turbulent centuries of Chinese history.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/FO_China,
68774235,Children's Literature and Culture,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Virtually nothing of cultural significance escapes being touched upon in some way within childrens print culture, so examining the literature produced for its young people is a way of probing the evolving nature of a society. Across time and place, text and image alike convey the expectations that societies have of their children and present, in simply worded and visually compelling ways, the aspects and challenges of everyday life faced by young people and their families. Childrens Literature and Culture is a unique, robust, and visually stunning primary source collection that documents this literature and print culture. Bridging the didactic chapbook era of the long eighteenth century with the plot- and image-driven books of the early twentieth century, and covering many other document types in between, the material in this resource will be essential to students and researchers interested in a broad spread of topics.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.childrensliterature.amdigital.co.uk/,
68774239,"Foreign Office Files for the Middle East, 1971-1981",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection is an essential resource for understanding the events in the Middle East during the 1970s. It addresses the policies, economies, political relationships and significant events of every major Middle East power. Conflicts such as the Arab-Israeli War, the Lebanese Civil War and the Iranian Revolution are examined in detail, as are the military interventions and peace negotiations carried out by regional and foreign powers like the United States and Russia.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/FO_MiddleEast,
68774242,Gender: Identity and Social Change,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Essential primary sources documenting the changing representations and lived experiences of gender roles and relations from the nineteenth century to the present. This expansive collection offers sources for the study of women's suffrage, the feminist movement, the mens movement, employment, education, the body, the family, and government and politics.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.genderidentityandsocialchange.amdigital.co.uk/,
68774243,Global Commodities,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This resource brings together manuscript, printed and visual primary source materials for the study of global commodities in world history. The commodities featured in this resource have been transported, exchanged and consumed around the world for hundreds of years. They helped transform societies, global trading operations, habits of consumption and social practices.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.globalcommodities.amdigital.co.uk/,
68774247,"Jewish Life in America, c1654-1954",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Jewish Life in America provides access to a diverse range of records which can be used to explore the history of Jewish communities in the United States of America, from the arrival of the first Jews in New Amsterdam in the 17th century right through to the mid-20th century. Sourced from archival collections held by the American Jewish Historical Society in New York City, this rich collection brings communal and social aspects of Jewish identity and culture to life while tracing Jewish involvement in the life of American society as a whole.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.jewishlife.amdigital.co.uk/,
68774471,"Foreign Office Files for India, Pakistan and Afghanistan, 1947-1980",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Foreign Office Files for India, Pakistan and Afghanistan, 1947-1980consists of the complete run of documents in the series DO 133, DO 134 and FCO 37, as well as all documents covering the Indian subcontinent in the FO 371 series. Events covered include independence and partition, the Indian annexation of Hyderabad and Goa, war between India and Pakistan, tensions and war between India and China, the consolidation of power of the Congress Party in India, military rule in Pakistan, the turbulent independence of Bangladesh and the development of nuclear weapons in the region.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/FO_India,
68774472,"Foreign Office Files for Japan, 1919-1952",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;These Foreign Office files cover British concerns over colonial-held territory in the Far East, as well as Japanese relations with China, Russia, Germany and the United States. Following surrender at the end of the Second World War, Japan was occupied by foreign forces for the first time in its history. The occupation resulted in disarmament, liberalisation and a new constitution as the country was transformed into a parliamentary democracy. Japan emerged once again as a player on the world stage.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/FO_Japan,
68774473,"Foreign Office Files for South East Asia, 1963-1980",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection follows the establishment of an independent Malaysia in 1963, following the release of the Cobbold Commission Report. Under President Sukarno, Indonesia strongly opposed this decision and hostilities between the two countries escalated. Alongside tensions with Malaysia, Indonesia would experience growing civil unrest in this period, with anti-Communist sentiments on the rise. Documents featured in this collection cover these fundamental events alongside a number of key themes, including trade, economic development and authoritarian rule in this period.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/FO_SEAsia,
68774476,"Frontier Life: Borderlands, Settlement & Colonial Encounters",African American Studies;American Studies;Chicana & Chicano Studies;History;Latin American Studies;Anthropology;Cultural Anthropology;Database EBA;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This digital collection of primary source documents helps us to understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.frontierlife.amdigital.co.uk/,
68774477,Gilded Age and Progressive Era,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The period after the Civil War in America became known as the Gilded Age, coined by Mark Twain in his seminal novelThe Gilded Age: A Tale of Today, playing on the failure of the expected 'golden era' of Reconstruction. This resource aims to showcase the transformation of America into a modern, urban, industrial global power through business, legal and personal papers. Technological progress and extreme wealth for the few, contrasted with stark inequality and endemic poverty for much of America's population.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.gildedage.amdigital.co.uk/,
68774480,"India, Raj and Empire",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Explore the history of South Asia between the foundation of the East India Company in 1615 and the granting of independence to India and Pakistan in 1947, through the wonderfully rich and diverse manuscript collections of the National Library of Scotland.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.indiaraj.amdigital.co.uk/,
68774481,J. Walter Thompson: Advertising America,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The J. Walter Thompson Company Archive documents the history, operation, policies and accomplishments of one of the world's largest and oldest advertising firms. The papers here reveal many aspects of twentieth-century cultural, social, business, marketing, consumer and economic history while investigating the human psyche.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.jwtadvertisingamerica.amdigital.co.uk/,
68774483,"Leisure, Travel & Mass Culture: The History of Tourism",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This resource presents a multi-national journey through well-known, little-known and far-flung destinations unlocked for the average traveller between 1850 and the 1980s. Guidebooks and brochures, periodicals, travel agency correspondence, photographs and personal travel journals provide unique insight into the expansion, accessibility and affordability of tourism for the masses and the evolution of some of the most successful travel agencies in the world.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.masstourism.amdigital.co.uk/,
68774484,Literary Manuscripts Berg,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Literary Manuscripts is drawn from the nineteenth century holdings of the Henry W. and Albert A. Berg Collection of English and American Literature at the New York Public Library. While the holdings of the Berg extend from 1480 to the present day, its most extensive holdings date from the nineteenth century. The following fifteen author collections were selected with guidance from Dr Isaac Gewirtz, curator of the collection. They were selected with reference to the importance of each authors' contribution to Victorian literature, and the strength and significance of the Berg's holdings for that author.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.literarymanuscriptsberg.amdigital.co.uk/,
68774485,Literary Manuscripts Leeds,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Examine complete images of 190 manuscripts of seventeenth and eighteenth-century verse held in the celebrated Brotherton Collection at the University of Leeds. These manuscripts can be read and explored in conjunction with the Brotherton Collection Manuscript Verse Index, which includes first lines, last lines, attribution, author, title, date, length, verse form, content and bibliographic references for over 6,600 poems within the collection.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.literarymanuscriptsleeds.amdigital.co.uk/,
68774486,Literary Print Culture,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The Stationers Company Archive is one of the most important resources for understanding the workings of the early book trade, the printing and publishing community, the establishment of legal requirements for copyright provisions and the history of bookbinding. Explore extremely rare documents dating from 1554 to the 21st century in this invaluable resource of research material for historians and literary scholars.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.literaryprintculture.amdigital.co.uk/,
68774487,London Low Life,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection brings to life the teeming streets of Victorian London, inviting students and scholars to explore the gin palaces, brothels and East End slums of the nineteenth centurys greatest city. London Low Life is a full-text searchable resource, containing rare books, ephemera, maps and other materials relating to nineteenth and early twentieth-century London. It is designed for both teaching and study, from undergraduate to research students and beyond.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.londonlowlife.amdigital.co.uk/,
68774488,"Macmillan Cabinet Papers, 1957-1963",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Macmillan Cabinet Papers, 1957-1963provides complete coverage of the Cabinet conclusions (minutes) (CAB 128) and memoranda (CAB 129) of Harold Macmillans government, plus selected minutes and memoranda of policy committees (CAB 134).The Cabinet conclusions are taken by the secretary of the Cabinet or one of their assistants and consist of summaries of all discussions in Cabinet, together with a note of decisions reached. Cabinet memoranda consist of all papers circulated to members of the Cabinet and to other ministers for information or as a basis for discussion. These classes provide a distillation of the work of all the other departments of government, ranging in subject matter from agricultural policy and trade to nuclear policy and issues of international diplomacy.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.archivesdirect.amdigital.co.uk/Macmillan,
68774489,Mass Observation Online,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This resource offers revolutionary access to one of the most important archives for the study of Social History in the modern era. Explore original manuscript and typescript papers created and collected by the Mass Observation organisation, as well as printed publications, photographs and interactive features.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.massobservation.amdigital.co.uk/,
68774490,Mass Observation Project,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Mass Observation Project consists of all the directives (questionnaires) sent out by Mass Observation and the responses to them from the hundreds of Mass Observers. Addressing topics such as the Falklands War, clothing, attitudes to the USA, reading and television habits, morality and religion, and Britain's relations with Europe, the directives and responses are an essential resource for anyone interested in late-twentieth and early twenty-first-century British social history.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.massobservationproject.amdigital.co.uk/,
68774491,Medical Services and Warfare,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Explore multiple perspectives on the history of injury, treatment and disease on the front line. Chart scientific advances through hospital records, medical reports and first-hand accounts, and discover the evidence of how war shaped medical practice across the centuries.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.medicalservicesandwarfare.amdigital.co.uk/,
68774493,Medieval Family Life,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Only five major letter collections exist from fifteenth-century England, and they are all available here in Medieval Family Life. These letter collections and associated manuscripts take the user into the world of medieval families, businesses, relationships, trade, politics and communities. A plethora of topics are covered in these collections, from arranging advantageous marriages and inheritances, through estate management and financial dealings to women and their role in the family. Arguments between parents and children, births, deaths, acts of violence, lawsuits and incidents from everyday social and domestic life are all present. Medieval Family Life presents full-colour images of the original medieval manuscripts of which these letter collections are constituted, alongside fully searchable transcriptions drawn from available printed editions.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.medievalfamilylife.amdigital.co.uk/,
68774494,Meiji Japan,Modern Languages & Literatures;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;The Edward Sylvester Morse Papers were given to the Peabody Museum in 1926 and consist of 99 boxes of personal and professional papers including diaries, correspondence, research files, drawings, lecture notes, publications, scrapbooks and manuscripts. We have digitised the collection in its entirety. The collection spans the full range of Morses interests from his career as a natural historian to his life-changing experiences in Japan. The Phillips library prepared a listing of the Morse collection comprising a biography, a scope and content note, a brief bibliography and a list of contents.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.aap.amdigital.co.uk/,
68774495,Migration to New Worlds,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;From the century of immigration, through to the modern era, Migration to New Worlds charts the emigration experience of millions across 200 years of turbulent history. Explore the rise and fall of the New Zealand Company, discover British, European and Asian migration and investigate unique primary source personal accounts, shipping logs, printed literature and organisational papers supplemented by carefully compiled teaching and research aids.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.migration.amdigital.co.uk/,
68774496,Nineteenth Century Literary Society,Database EBA,"Discover the work of one of the worlds most important publishing dynasties through this collection from the historic John Murray Archive. From book history to travel writing, politics to poetry, this newly digitised resource introduces an unparalleled repository for nineteenth century culture and the literary luminaries who shaped it.&lt;p&gt;&lt;b&gt;Available through July 31, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.nineteenthcenturyliterarysociety.amdigital.co.uk/,
68774497,Perdita Manuscripts,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Discover manuscripts written or compiled by women in the British Isles during the sixteenth and seventeenth centuries. Produced in association with the Perdita Project based at the University of Warwick and Nottingham Trent University, the project seeks to rediscover early modern women authors who were lost because their writing exists only in manuscript form.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.perditamanuscripts.amdigital.co.uk/,
68774498,"Popular Medicine in America, 1800-1900",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This unique collection showcases the development of 'popular' medicine in America during the nineteenth century, through an extensive range of material that was aimed at the general public rather than medical professionals. Explore an array of printed sources, including rare books, pamphlets, trade cards, and visually-rich advertising ephemera.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.popularmedicine.amdigital.co.uk/,
68774499,"Poverty, Philanthropy and Social Conditions in Victorian Britain",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Discover what life was like for the poorest communities in Victorian Britain, and explore the government policy, social reform movements and philanthropic efforts of charitable institutions that sought to alleviate poverty.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.poverty.amdigital.co.uk/,
68774500,"Romanticism: Life, Literature and Landscape",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Romanticism: Life, Literature and Landscape offers unique access to rare and priceless literary sources that are indispensible for scholars and students studying William Wordsworth and the Romantic period. The collection offers an insight into the working methods of the poet and the wider social, political and natural environment that shaped much of his work and that of his contemporaries. In addition, this collection makes available the writings of Dorothy Wordsworth through her much celebrated Grasmere Journals, Alfoxden diary and travel journals. Verse manuscripts and correspondence from leading literary lights of the Romantic period such as Samuel Taylor Coleridge, Thomas De Quincey and Robert Southey are also made available in this powerful digital resource.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.romanticism.amdigital.co.uk/,
68774502,Service Newspapers of World War Two,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This digital resource reveals the story of war as told by the newspapers that brought information, entertainment and camaraderie to the forces at home and overseas. Explore over 300 titles from key nations across the globe that took part in the world-changing conflict.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.servicenewspapers.amdigital.co.uk/,
68774503,Sex and Sexuality,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection explores changing attitudes towards human sexuality, gender identities and sexual behaviors from the nineteenth to the twenty-first centuries. Investigating the breadth and complexity of human sexual understanding through the work of leading sexologists, sex researchers, organizations and personal accounts. You will have to check a consent form.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.sexandsexuality.amdigital.co.uk/,
68774504,Shakespeare in Performance: Prompt Books from the Folger Shakespeare Library,Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Shakespeare in Performance showcases rare and unique prompt books from the world-famous Folger Shakespeare Library. These prompt books tell the story of Shakespeares plays as they were performed in theatres throughout Great Britain, the United States and internationally, between the seventeenth and twentieth centuries.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.shakespeareinperformance.amdigital.co.uk/,
68774505,"Shakespeare's Globe Archive: Theatres, Players & Performance",Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This collection of documents offers insights into the performance practice in the particular space of the reconstructed Globe Theatre. It details the way in which the theatre was constructed as a place of radical experiment. It documents over 200 performances through prompt books, wardrobe notes, programmes, publicity material, annual reports, show reports, photographs and architectural plans.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through July 31, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.shakespearesglobearchive.amdigital.co.uk/,
68774506,"Slavery, Abolition & Social Justice",African American Studies;Anthropology;Cultural Anthropology;Database EBA,"This resource is designed as an important portal for slavery and abolition studies, bringing together documents and collections covering an extensive time period, between 1490 and 2007, from libraries and archives across the Atlantic world. Close attention is given to the varieties of slavery, the legacy of slavery, the social-justice perspective and the continued existence of slavery today.&lt;p&gt;&lt;b&gt;Available through July 31, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://www.slavery.amdigital.co.uk/,
68774507,Socialism on Film: The Cold War and International Propaganda,Database EBA,"This collection of films from the communist world reveals war, history, current affairs, culture and society as seen through the socialist lens. It spans most of the twentieth century and covers countries such as the USSR, Vietnam, China, Korea, much of Eastern Europe, the GDR, Britain and Cuba.&lt;p&gt;&lt;b&gt;Available through July 31, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.socialismonfilm.amdigital.co.uk/,
